2293607,Zombaw,Zombaw,"Zombaw,Zumba",10.96667,-0.21667,P,PPL,GH,,10,909,,,0,,212,Africa/Accra,06/12/2019
2293608,Zomai,Zomai,,6.71667,0.61667,P,PPL,GH,,8,408,,,0,,134,Africa/Accra,06/12/2019
2293609,Zomai,Zomai,,6.46977,0.73308,P,PPL,GH,,8,407,,,0,,97,Africa/Accra,06/12/2019
2293610,Zomai,Zomai,"Zomai,Zomayi",6.31372,0.85329,P,PPL,GH,,8,420,,,0,,78,Africa/Accra,06/12/2019
2293611,Zokwema,Zokwema,,11.11667,-0.41667,P,PPL,GH,,0,,,,0,,204,Africa/Accra,06/01/1994
2293612,Zokotokofe,Zokotokofe,,6.03333,1,P,PPL,GH,,8,403,,,0,,7,Africa/Accra,06/12/2019
2293613,Zoko,Zoko,"Goo Abagnabisi,Zokko,Zoko",10.91667,-0.9,P,PPL,GH,,10,906,,,0,,219,Africa/Accra,06/12/2019
2293614,Zojirigu,Zojirigu,"Zogiligu,Zojirigu",10.53443,-0.27721,P,PPL,GH,,15,819,,,0,,317,Africa/Accra,21/06/2023
2293615,Zogoga,Zogoga,"Zogoga,Zokagu,Zokuga,Zokugu",9.65294,-0.64277,P,PPL,GH,,6,813,,,0,,172,Africa/Accra,06/12/2019
2293616,Zogaw,Zogaw,"Zogaw,Zoggaw",9.66932,-0.7167,P,PPL,GH,,6,813,,,0,,146,Africa/Accra,06/12/2019
2293617,Zochiakofe,Zochiakofe,"Zochiakofe,Zochiakorpe",6.47058,0.67949,P,PPL,GH,,8,407,,,0,,65,Africa/Accra,06/12/2019
2293618,Zobo,Zobo,"Zoba,Zobo",8.14373,-2.58157,P,PPL,GH,,13,712,,,0,,263,Africa/Accra,10/06/2020
2293619,Zobero,Zobero,,10.63333,-0.88333,T,HLL,GH,,10,905,,,0,,174,Africa/Accra,06/12/2019
2293620,Zoan Buliga,Zoan Buliga,"Zoan Buliga,Zumbuliga",10.66667,-0.68333,P,PPL,GH,,10,905,,,0,,167,Africa/Accra,06/12/2019
2293621,Zoabuliga,Zoabuliga,,11.03716,-0.14696,P,PPL,GH,,10,913,,,0,,230,Africa/Accra,06/12/2019
2293622,Zoa,Zoa,"Zoa,Zua",10.86667,-0.7,P,PPL,GH,,10,911,,,0,,258,Africa/Accra,06/12/2019
2293623,Zoa,Zoa,,10.30712,-1.0098,P,PPL,GH,,15,820,,,0,,133,Africa/Accra,21/06/2023
2293624,Ziwofia,Ziwofia,,6.48333,0.71667,P,PPL,GH,,8,407,,,0,,80,Africa/Accra,06/12/2019
2293625,Ziwenu,Ziwenu,,5.87144,0.63143,P,PPL,GH,,8,401,,,0,,2,Africa/Accra,06/12/2019
2293626,Ziwai,Ziwai,,6.28333,0.43333,H,STM,GH,,0,,,,0,,27,Africa/Accra,06/01/1994
2293627,Zitoe,Zitoe,,6.44695,0.3597,T,HLL,GH,,8,422,,,0,,187,Africa/Accra,06/12/2019
2293628,Zisie,Zisie,,9.6301,-1.25653,P,PPL,GH,,6,812,,,0,,111,Africa/Accra,06/12/2019
2293629,Ziro,Ziro,,9.42006,-0.55476,P,PPL,GH,,6,824,,,0,,124,Africa/Accra,06/12/2019
2293630,Zirizawga,Zirizawga,,11.15,-0.18333,P,PPL,GH,,0,,,,0,,226,Africa/Accra,06/01/1994
2293631,Zipanya,Zipanya,"Zianya,Zipanya",6.01667,0.28333,P,PPL,GH,,1,309,,,0,,4,Africa/Accra,05/12/2019
2293632,Ziong,Ziong,"Zion,Ziong",9.52478,-0.74059,P,PPL,GH,,6,813,,,0,,173,Africa/Accra,06/12/2019
2293633,Ziofe,Ziofe,"Ziofe,Ziope,Zofe",6.41804,0.74146,P,PPL,GH,,8,407,,,0,,70,Africa/Accra,06/12/2019
2293634,Zinye,Zinye,"Sinje,Zinye",10.18333,-0.21667,P,PPL,GH,,6,814,,,0,,153,Africa/Accra,06/12/2019
2293635,Zini,Zini,Zini,10.85941,-2.4033,P,PPL,GH,,11,1007,,,0,,297,Africa/Accra,07/03/2020
2293636,Zingakofe,Zingakofe,,6.2,0.48333,P,PPL,GH,,8,406,,,0,,42,Africa/Accra,06/12/2019
2293637,Zinga,Zinga,"Paga Zenga,Zinga",10.9719,-1.10042,P,PPL,GH,,10,902,,,0,,232,Africa/Accra,06/12/2019
2293638,Zinduyiri,Zinduyiri,,9.38333,-1.08333,P,PPL,GH,,6,812,,,0,,142,Africa/Accra,06/12/2019
2293639,Zindimdo,Zindimdo,,9.62713,-0.56292,P,PPL,GH,,6,814,,,0,,160,Africa/Accra,06/12/2019
2293640,Zincha Lagoon,Zincha Lagoon,,9.71384,-0.94621,H,LK,GH,,0,,,,0,,106,Africa/Accra,05/06/2011
2293641,Zinabo,Zinabo,"Ezinlibo,Zinabo",5.01169,-2.70498,P,PPL,GH,,9,101,,,0,,11,Africa/Accra,07/03/2020
2293642,Zimuopare,Zimuopare,"Zimulpari,Zimuopare",10.79874,-2.73732,P,PPL,GH,,11,1011,,,0,,294,Africa/Accra,06/12/2019
2293643,Zimliga,Zimliga,,10.38333,-0.35,P,PPL,GH,,15,819,,,0,,184,Africa/Accra,21/06/2023
2293644,Ziluno,Ziluno,"Zilimo,Ziluno",9.2772,-0.33062,P,PPL,GH,,6,824,,,0,,182,Africa/Accra,06/12/2019
2293645,Zikia,Zikia,,10.26667,-0.36667,P,PPL,GH,,6,814,,,0,,141,Africa/Accra,06/12/2019
2293646,Zikeya,Zikeya,"Zikaya,Zikeya",10.39028,-0.27475,P,PPL,GH,,15,819,,,0,,194,Africa/Accra,21/06/2023
2293647,Zika,Zika,"Zika,Zuku",11.0921,-0.41745,P,PPL,GH,,10,907,,,0,,226,Africa/Accra,06/12/2019
2293648,Zigbli,Zigbli,,6.18817,1.07131,P,PPL,GH,,8,404,,,0,,31,Africa/Accra,06/12/2019
2293649,Ziganayiri,Ziganayiri,,9.28333,-1.06667,P,PPL,GH,,17,804,,,0,,123,Africa/Accra,21/06/2023
2293650,Ziego,Ziego,,10.93333,-0.43333,P,PPL,GH,,10,907,,,0,,195,Africa/Accra,06/12/2019
2293651,Ziedi,Ziedi,,11.08333,-0.23333,P,PPL,GH,,10,909,,,0,,224,Africa/Accra,06/12/2019
2293652,Zidung,Zidung,,9.46667,-0.86667,P,PPL,GH,,6,823,,,0,,192,Africa/Accra,06/12/2019
2293653,Ziavi Hills,Ziavi Hills,,6.63333,0.43333,T,HLLS,GH,,0,,,,0,,234,Africa/Accra,06/01/1994
2293654,Ziavi,Ziavi,Ziavi,6.61754,0.23623,T,HLL,GH,,8,409,,,0,,368,Africa/Accra,06/12/2019
2293655,Ziapon,Ziapon,,5.88333,-0.06667,P,PPL,GH,,1,309,,,0,,49,Africa/Accra,05/12/2019
2293656,Segera,Segera,"Segera,Zezera,Zezigra",7.73195,-2.86394,P,PPL,GH,,13,711,,,0,,310,Africa/Accra,08/07/2020
2293657,Zewukofe,Zewukofe,"Zewukofe,Zewukorpe",5.86667,0.65,P,PPL,GH,,8,401,,,0,,6,Africa/Accra,06/12/2019
2293658,Zergua,Zergua,,9.50203,-1.08319,P,PPL,GH,,6,812,,,0,,167,Africa/Accra,06/12/2019
2293659,Zenu,Zenu,,10.8,-1.68333,P,PPL,GH,,11,1004,,,0,,255,Africa/Accra,06/12/2019
2293660,Zenu,Zenu,,5.72006,-0.05316,P,PPL,GH,,1,308,,,0,,39,Africa/Accra,05/12/2019
2293661,Zemu,Zemu,,6.20288,0.81155,P,PPL,GH,,8,420,,,0,,49,Africa/Accra,06/12/2019
2293662,Zedevu,Zedevu,,5.86596,0.96482,P,PPL,GH,,8,402,,,0,,-2,Africa/Accra,06/12/2019
2293663,Zebon,Zebon,,10.78333,-0.66667,P,PPL,GH,,10,911,,,0,,200,Africa/Accra,06/12/2019
2293664,Zebilla,Zebilla,"Zebila,Zebilla,Zebilla Natinga",10.9391,-0.48393,P,PPL,GH,,10,907,,,0,,232,Africa/Accra,06/12/2019
2293665,Zebe,Zebe,,6.40254,0.56771,P,PPL,GH,,8,421,,,0,,82,Africa/Accra,06/12/2019
2293666,Zayuri,Zayuri,,9.48333,-0.81667,H,STMI,GH,,0,,,,0,,149,Africa/Accra,06/01/1994
2293667,Zawtipo,Zawtipo,,6.04354,0.5064,P,PPL,GH,,8,406,,,0,,8,Africa/Accra,06/12/2019
2293668,Zawse Natinga,Zawse Natinga,"Zawse Natinga,Zorsi Natinga",10.97493,-0.21409,P,PPL,GH,,10,909,,,0,,222,Africa/Accra,06/12/2019
2293669,Zawse Forest Reserve,Zawse Forest Reserve,,11.05,-0.31667,L,RESF,GH,,0,,,,0,,244,Africa/Accra,06/01/1994
2293670,Zawse,Zawse,"Zawse,Zorsi",11.06533,-0.29695,P,PPL,GH,,10,912,,,0,,229,Africa/Accra,06/12/2019
2293671,Zawngo,Zawngo,"Saago,Songo,Zawngo",11.00672,-0.47723,P,PPL,GH,,10,907,,,0,,278,Africa/Accra,06/12/2019
2293672,Zawngo,Zawngo,"Songo,Zawgo,Zawngo",10.72531,-0.28972,P,PPL,GH,,10,908,,,0,,211,Africa/Accra,06/12/2019
2293673,Zawire,Zawire,"Zawire,Zoguyiri,Zoruri",9.46667,-0.85,P,PPL,GH,,6,823,,,0,,171,Africa/Accra,06/12/2019
2293674,Zawgo,Zawgo,"Zau,Zaugo,Zawgo",10.99693,-0.32421,P,PPL,GH,,10,912,,,0,,216,Africa/Accra,06/12/2019
2293675,Zawe,Zawe,,6.68333,0.5,P,PPL,GH,,8,408,,,0,,384,Africa/Accra,06/12/2019
2293676,Zaw,Zaw,,9.09518,-1.15437,P,PPL,GH,,17,804,,,0,,118,Africa/Accra,21/06/2023
2293677,Zariboku,Zariboku,"Zariboko,Zariboku",10.75554,-0.12952,P,PPL,GH,,10,908,,,0,,248,Africa/Accra,06/12/2019
2293678,Zare,Zare,"Zare,Zare Akusiabisi,Zarie",10.83333,-0.86667,P,PPL,GH,,10,904,,,0,,184,Africa/Accra,06/12/2019
2293679,Zare,Zare,"Zagri,Zare",10.47327,-0.40737,P,PPL,GH,,15,819,,,0,,293,Africa/Accra,21/06/2023
2293680,Zarabogo,Zarabogo,"Sarabawga,Sarabogo,Zarabogo",11.06621,-0.16929,P,PPL,GH,,10,913,,,0,,241,Africa/Accra,06/12/2019
2293681,Zanwure,Zanwure,"Datoka Zanwure,Zanwure,Zanyuri,Ziniari",10.70768,-0.63701,P,PPL,GH,,10,905,,,0,,208,Africa/Accra,06/12/2019
2293682,Jantigi,Jantigi,"Jantigi,Zantige,Zantigi",9.12109,-2.66738,P,PPL,GH,,17,801,,,0,,273,Africa/Accra,21/06/2023
2293683,Zantana,Zantana,"Zantana,Zantani",9.7,-1.33333,P,PPL,GH,,17,821,,,0,,114,Africa/Accra,06/12/2019
2293684,Zanleregu,Zanleregu,"Zanleregu,Zanlerigu",10.80317,-0.73929,P,PPL,GH,,10,911,,,0,,243,Africa/Accra,06/12/2019
2293685,Zankalla,Zankalla,"Zankali,Zankalla",9.84552,-0.71396,P,PPL,GH,,6,814,,,0,,132,Africa/Accra,06/12/2019
2293686,Zanidaw,Zanidaw,"Zanidaw,Zanidor",6.02509,0.10127,P,PPL,GH,,1,309,,,0,,44,Africa/Accra,21/06/2023
2293687,Zanguyakura,Zanguyakura,"Zanguyakura,Zangyakura",10.37526,-0.87599,P,PPL,GH,,15,820,,,0,,175,Africa/Accra,21/06/2023
2293688,Zangum,Zangum,,10.39741,-0.82789,P,PPL,GH,,15,820,,,0,,174,Africa/Accra,21/06/2023
2293689,Zangu,Zangu,,10.28333,-0.71667,H,STM,GH,,0,,,,0,,133,Africa/Accra,06/01/1994
2293690,Zangu,Zangu,,10.37885,-0.86241,P,PPL,GH,,15,820,,,0,,174,Africa/Accra,21/06/2023
2293691,Zangbieri,Zangbieri,,10.33333,-1.56667,P,PPL,GH,,15,826,,,0,,206,Africa/Accra,06/12/2019
2293692,Zangbieri,Zangbieri,,10.31667,-1.6,P,PPL,GH,,11,1004,,,0,,249,Africa/Accra,06/12/2019
2293693,Zangbanla,Zangbanla,"Zangballong,Zangbalun,Zangbanla",9.56721,-0.96938,P,PPL,GH,,6,822,,,0,,151,Africa/Accra,06/12/2019
2293694,Zangbana,Zangbana,"Sanbana-Banjani,Sanbaná-Banjāni,Zangbana",10.12422,0.29312,P,PPL,GH,,15,817,,,0,,178,Africa/Accra,21/06/2023
2293695,Zandukpalaga,Zandukpalaga,,10.09814,-0.39915,H,STM,GH,,0,,,,0,,126,Africa/Accra,05/06/2011
2293696,Zandua,Zandua,"Zambulkura,Zandua",10.39777,-0.40915,P,PPL,GH,,15,819,,,0,,207,Africa/Accra,21/06/2023
2293697,Zandua,Zandua,"Zandua,Zanduganga",10.25918,-0.4633,P,PPL,GH,,6,814,,,0,,144,Africa/Accra,06/12/2019
2293698,Zandua,Zandua,"Saandua,Zandua",10.19759,-0.291,P,PPL,GH,,6,814,,,0,,131,Africa/Accra,06/12/2019
2293699,Zan,Zan,Zan,10.14118,-2.68517,P,PPL,GH,,11,1001,,,0,,287,Africa/Accra,06/12/2019
2293700,Zambulukurugu,Zambulukurugu,,10.49997,-0.29318,P,PPL,GH,,15,819,,,0,,299,Africa/Accra,21/06/2023
2293701,Zambulugu,Zambulugu,,10.53259,-0.32287,P,PPL,GH,,15,819,,,0,,344,Africa/Accra,21/06/2023
2293702,Zambuluga,Zambuluga,"Zambuluga,Zambulugu",10.78333,-1.73333,P,PPL,GH,,11,1004,,,0,,287,Africa/Accra,06/12/2019
2293703,Zambo,Zambo,"Zambo,Zambor",10.66531,-2.84455,P,PPL,GH,,11,1009,,,0,,289,Africa/Accra,06/12/2019
2293704,Zambolugu,Zambolugu,,10.49449,-0.29377,P,PPL,GH,,15,819,,,0,,305,Africa/Accra,21/06/2023
2293705,Zambala,Zambala,"Sambana,Zambala",10.95779,-0.14117,P,PPL,GH,,10,908,,,0,,213,Africa/Accra,06/12/2019
2293706,Zamachikofe,Zamachikofe,"Zamachikofe,Zomachikofe",6.39797,0.68566,P,PPL,GH,,8,421,,,0,,74,Africa/Accra,06/12/2019
2293707,Zaklikofe,Zaklikofe,"Zaklikofe,Zaklikorpe",6.12139,1.08739,P,PPL,GH,,8,403,,,0,,15,Africa/Accra,06/12/2019
2293708,Gyagoto,Gyagoto,"Dzagoto,Gyagoto,Zagoto",6.13737,0.99999,P,PPL,GH,,8,404,,,0,,26,Africa/Accra,06/12/2019
2293710,Segbeli,Segbeli,"Old Zagbeli,Segbeli,Segberi,Zagbeli,Zegberi",9.94913,0.16381,P,PPL,GH,,6,816,,,0,,171,Africa/Accra,06/12/2019
2293711,Zaga,Zaga,,10.87171,-0.37435,P,PPL,GH,,10,912,,,0,,178,Africa/Accra,06/12/2019
2293712,Sabzundi,Sabzundi,"Sabzundi,Zabzundi",10.98728,-0.06042,P,PPL,GH,,10,908,,,0,,246,Africa/Accra,06/12/2019
2293713,Zabzugu,Zabzugu,"Sansugu,Zabzugu",9.29322,0.36784,P,PPL,GH,,6,809,,,0,,168,Africa/Accra,06/12/2019
2293714,Zabugu,Zabugu,"Zabgu,Zabugu,Zarigu",11.0111,-0.21137,P,PPL,GH,,10,909,,,0,,235,Africa/Accra,06/12/2019
2293715,Zabia,Zabia,,9.26547,-0.28711,H,STMI,GH,,0,,,,0,,159,Africa/Accra,05/06/2011
2293716,Yuwail,Yuwail,,9.86667,-0.41667,P,PPL,GH,,6,814,,,0,,174,Africa/Accra,06/12/2019
2293717,Yuwa,Yuwa,"Uwa,Yuwa",10.96667,-0.9,P,PPL,GH,,10,903,,,0,,206,Africa/Accra,06/12/2019
2293718,Yuri,Yuri,"Uri River,Yuri",10.45,-0.46667,H,STM,GH,,0,,,,0,,230,Africa/Accra,18/01/2012
2293719,Yunyoo,Yunyoo,"Yunyo,Yunyoo,Yunyuo",10.48889,-0.00875,P,PPL,GH,,15,818,,,0,,225,Africa/Accra,21/06/2023
2293720,Yunyonayiri,Yunyonayiri,"Yunurayiri,Yunyonayiri",10.52863,-0.32805,P,PPL,GH,,15,819,,,0,,348,Africa/Accra,21/06/2023
2293721,Yunyo,Yunyo,"Wawa,Yunyo",10.47494,0.00741,P,PPL,GH,,15,818,,,0,,210,Africa/Accra,21/06/2023
2293722,Yungbu,Yungbu,,9.56667,-1.93333,P,PPL,GH,,17,802,,,0,,178,Africa/Accra,21/06/2023
2293723,Yung,Yung,,9.66966,-0.81139,P,PPL,GH,,6,813,,,0,,142,Africa/Accra,06/12/2019
2293724,Yuneblagu,Yuneblagu,"Bimbaha,Yuneblagu,Yuneblugu River",9.65647,-0.136,H,STM,GH,,0,,,,0,,179,Africa/Accra,18/01/2012
2293725,Yukunya,Yukunya,,6.06338,0.18108,P,PPL,GH,,1,309,,,0,,17,Africa/Accra,21/06/2023
2293726,Yufukope,Yufukope,,5.93643,0.60342,P,PPL,GH,,8,401,,,0,,2,Africa/Accra,06/12/2019
2293727,Yuawkutikpo,Yuawkutikpo,"Yorkutikpo,Yuawkutikpo",6.07402,0.60498,P,PPL,GH,,8,401,,,0,,12,Africa/Accra,06/12/2019
2293728,Yuagasi,Yuagasi,,6.19401,0.06425,P,PPL,GH,,5,510,,,0,,77,Africa/Accra,06/12/2019
2293729,Yuaga,Yuaga,"Yogaga,Yuaga",6.18333,0.05,T,HLL,GH,,5,509,,,0,,193,Africa/Accra,02/03/2020
2293730,Yiwoabra,Yiwoabra,"Yiwoabra,Yuabra",6.17392,-1.91784,P,PPL,GH,,2,603,,,0,,130,Africa/Accra,05/12/2019
2293731,Yaubra,Yaubra,"Yaubra,Yuabra",5.8461,-2.18055,P,PPL,GH,,9,119,,,0,,100,Africa/Accra,06/12/2019
2293732,Yuabra,Yuabra,"Yiraberi,Yiwabra,Yuabra",5.75592,-2.66118,P,PPL,GH,,18,112,,,0,,90,Africa/Accra,11/07/2023
2293733,Yipala,Yipala,"Yipala,Ypala",9.57532,-2.41541,P,PPL,GH,,17,802,,,0,,304,Africa/Accra,11/07/2023
2293734,Yoyo River Forest Reserve,Yoyo River Forest Reserve,Yoyo River Forest Reserve,5.93515,-2.81265,L,RESF,GH,,9,,,,0,,142,Africa/Accra,07/11/2017
2293735,Yoyonon,Yoyonon,Yoyonon,5.90235,-2.78237,S,CMP,GH,,18,112,,,0,,123,Africa/Accra,21/06/2023
2293736,Yoyo,Yoyo,Yoyo,7.75118,-2.20759,H,STM,GH,,13,,,,0,,164,Africa/Accra,05/12/2019
2293737,Yoyo,Yoyo,"Yoya,Yoyo",5.83347,-2.75145,H,STM,GH,,18,,,,0,,79,Africa/Accra,07/03/2020
2293738,Yove,Yove,"Yorve,Yove",5.93578,0.63707,P,PPL,GH,,8,401,,,0,,5,Africa/Accra,06/12/2019
2293739,Yotikpe,Yotikpe,"Yotikpe,Yotikpo",6.43608,0.32423,P,PPL,GH,,8,422,,,0,,92,Africa/Accra,06/12/2019
2293740,Yorugu,Yorugu,"Yarigo,Yarugu,Yorugu",10.95649,-0.39121,P,PPL,GH,,10,907,,,0,,181,Africa/Accra,06/12/2019
2293741,Yorro,Yorro,"Yarro,Yorro",9.93333,-0.95,P,PPL,GH,,6,813,,,0,,141,Africa/Accra,06/12/2019
2293742,Yorogo,Yorogo,"Gowri Yorogo,Yarago,Yorogo",10.85,-0.81667,P,PPL,GH,,10,906,,,0,,220,Africa/Accra,06/12/2019
2293743,Yoribon,Yoribon,,7.47088,-1.30431,P,PPL,GH,,2,626,,,0,,207,Africa/Accra,06/12/2019
2293744,Yopwe,Yopwe,,6.07455,0.20747,P,PPL,GH,,1,309,,,0,,20,Africa/Accra,05/12/2019
2293745,Yongwa,Yongwa,,6.24096,-0.04043,T,MT,GH,,5,509,,,0,,445,Africa/Accra,06/12/2019
2293746,Yong,Yong,,9.34033,-0.81915,P,PPL,GH,,6,811,,,0,,172,Africa/Accra,06/12/2019
2293747,Yokuyim,Yokuyim,,6.18333,-0.01667,P,PPL,GH,,5,509,,,0,,303,Africa/Accra,06/12/2019
2293748,Yokunya,Yokunya,"Adzikpo Yokunya,Yokunya",6.11667,-0.01667,P,PPL,GH,,5,508,,,0,,109,Africa/Accra,06/12/2019
2293749,Yokpoe,Yokpoe,,6.32941,0.42396,P,PPL,GH,,8,422,,,0,,42,Africa/Accra,06/12/2019
2293750,Yoko,Yoko,,7.93962,-1.83979,H,STM,GH,,0,,,,0,,236,Africa/Accra,05/06/2011
2293751,Yoggo,Yoggo,"Yoggo,Yoggu",9.48416,-1.09677,P,PPL,GH,,6,812,,,0,,173,Africa/Accra,06/12/2019
2293752,Yoboaiyili,Yoboaiyili,,9.45,-1.08333,P,PPL,GH,,6,812,,,0,,164,Africa/Accra,06/12/2019
2293753,Yiyamba,Yiyamba,,10.18479,-0.12315,P,PPL,GH,,6,815,,,0,,171,Africa/Accra,06/12/2019
2293754,Yisidigu,Yisidigu,"Yisidigu,Yizidugu",10.7639,-0.08093,P,PPL,GH,,10,908,,,0,,207,Africa/Accra,06/12/2019
2293755,Yisheggo,Yisheggo,,9.58333,-0.9,P,PPL,GH,,6,813,,,0,,156,Africa/Accra,06/12/2019
2293756,Yirong,Yirong,,9.48729,-1.1267,P,PPL,GH,,6,812,,,0,,172,Africa/Accra,06/12/2019
2293757,Yiripani,Yiripani,"Yiripali,Yiripani",9.26837,-1.09834,P,PPL,GH,,17,804,,,0,,142,Africa/Accra,21/06/2023
2293758,Yireso,Yireso,"Daudakurom Yereso,Yireso",7.44056,-1.171,P,PPL,GH,,2,626,,,0,,131,Africa/Accra,06/12/2019
2293759,Yire,Yire,,7.46634,-1.11582,H,STM,GH,,0,,,,0,,119,Africa/Accra,05/06/2011
2293760,Yire,Yire,Yire,5.64759,-2.55397,H,STM,GH,,9,,,,0,,48,Africa/Accra,07/03/2020
2293761,Yele,Yele,"Yele,Yire,Yiri",4.96273,-2.36784,H,STM,GH,,9,,,,0,,8,Africa/Accra,04/09/2019
2293762,Yerase,Yerase,"Yerase,Yirasi",5.72444,-2.48799,P,PPL,GH,,9,111,,,0,,79,Africa/Accra,06/12/2019
2293763,Yirangu,Yirangu,,10.5,-0.38333,H,STM,GH,,0,,,,0,,324,Africa/Accra,06/01/1994
2293764,Yirango,Yirango,"Yirango,Yirangu",10.59889,-0.76187,P,PPL,GH,,15,820,,,0,,237,Africa/Accra,21/06/2023
2293765,Yiraboi,Yiraboi,Yiraboi,5.64648,-2.55308,P,PPL,GH,,9,111,,,0,,52,Africa/Accra,07/03/2020
2293766,Yipien,Yipien,"Sinyensi Yikpien,Yipien",10.70675,-1.3633,P,PPL,GH,,10,901,,,0,,196,Africa/Accra,06/12/2019
